inn;name;region;okved_main;reg_date;revenue;revenue_year;source
4501170000;"ООО ""Такстелеком""";640018, Курганская область, г Курган, Пролетарская ул, д. 39, кв. 43;Деятельность по созданию и использованию баз данных и информационных ресурсов;18.08.2011;3 520 647 000 руб.+13%;2025;https://www.rusprofile.ru/
7445047060;"ООО ""ММК-Информсервис""";455019, Челябинская область, город Магнитогорск, пр-кт Пушкина, д.2;Деятельность по созданию и использованию баз данных и информационных ресурсов;30.04.2010;3 157 382 000 руб.+19%;2025;https://www.rusprofile.ru/
6670021470;"АО ""НПЦ ""Промэлектроника""";620078, Свердловская область, город Екатеринбург, ул. Малышева, д.128 к.а;Деятельность консультативная и работы в области компьютерных технологий;16.12.2002;3 016 255 000 руб.+62%;2025;https://www.rusprofile.ru/
6660121309;"АО ""АСК""";620066, Свердловская область, город Екатеринбург, Студенческая ул, стр. 1д;Разработка компьютерного программного обеспечения;11.12.1997;2 733 251 000 руб.+40%;2025;https://www.rusprofile.ru/
6671116364;"АО ""Нау-Сервис""";620131, Свердловская область, г Екатеринбург, ул Татищева, стр. 49а, офис 405;Разработка компьютерного программного обеспечения;02.04.2002;2 683 987 000 руб.+42%;2025;https://www.rusprofile.ru/
6671113892;"ООО ""Джиэй Тэктим""";620014, Свердловская область, город Екатеринбург, ул. Сакко и Ванцетти, д. 62, офис 407;Разработка компьютерного программного обеспечения;28.08.2020;2 484 591 000 руб.+90%;2025;https://www.rusprofile.ru/
6625034780;"АО ""Диайпи""";454129, Челябинская область, город Челябинск, ул Машиностроителей, д. 21;Разработка компьютерного программного обеспечения;28.06.2005;2 458 857 000 руб.+28%;2025;https://www.rusprofile.ru/
6671228290;"ЗАО ""Сервис-Газификация""";620146, Свердловская область, город Екатеринбург, ул. Амундсена, д. 59, кв. 15;Разработка компьютерного программного обеспечения;30.05.2007;2 413 373 000 руб.+1%;2025;https://www.rusprofile.ru/
6685157931;"ООО ""Боксберри Софт""";620100, Свердловская область, город Екатеринбург, Сибирский тракт, стр 12, корпус 1, офис 501;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая;11.01.2019;2 254 628 000 руб.+2%;2025;https://www.rusprofile.ru/
7444020700;"ООО ""Компас Плюс""";455044, Челябинская область, город Магнитогорск, пр-кт Ленина, д. 68, неж. пом. 3 кабинет 207;Разработка компьютерного программного обеспечения;16.01.1997;2 008 852 000 руб.+9%;2025;https://www.rusprofile.ru/
6670437372;"ООО ""РТ Цифровые Решения""";620000, Свердловская область, город Екатеринбург, ул Бориса Ельцина, стр. 1а, офис 18.1;Разработка компьютерного программного обеспечения;27.05.2016;1 798 943 000 руб.+27%;2025;https://www.rusprofile.ru/
7718177230;"ООО ""Форк ИТ""";624090, Свердловская область, г Верхняя Пышма, ул Орджоникидзе, д. 22, каб. 106;Разработка компьютерного программного обеспечения;18.05.2015;1 712 771 000 руб.+107%;2025;https://www.rusprofile.ru/
7202095640;"ООО ""СГП""";625000, Тюменская область, город Тюмень, ул. Челюскинцев, д. 29;Разработка компьютерного программного обеспечения;20.11.2000;1 280 637 000 руб.+4%;2025;https://www.rusprofile.ru/
7445015325;"АО ""Консом СКС""";455034, Челябинская область, город Магнитогорск, ул. Жукова, д.13;Разработка компьютерного программного обеспечения;12.02.1999;1 104 730 000 руб.+27%;2025;https://www.rusprofile.ru/
6671151513;"ООО ""Компания Броневик""";620014, Свердловская область, г Екатеринбург, ул Вайнера, стр. 40, ком. 605а (этаж 6);Разработка компьютерного программного обеспечения;14.07.2004;956 097 000 руб.-1%;2025;https://www.rusprofile.ru/
7415020254;"АО ""Папилон""";456320, Челябинская область, город Миасс, пр-кт Макеева, д.48;Деятельность консультативная и работы в области компьютерных технологий;19.07.1995;901 304 000 руб.+27%;2025;https://www.rusprofile.ru/
5047263607;"ООО ""Айти Фаундейшн""";620000, Свердловская область, г Екатеринбург, пер Химиков, стр. 3, помещ. 201;Разработка компьютерного программного обеспечения;17.05.2022;786 875 000 руб.+42%;2025;https://www.rusprofile.ru/
7451446087;"ООО ""1С-Франчайзи Парадигма""";454091, Челябинская область, г Челябинск, ул Елькина, д. 59, кв. 41;Разработка компьютерного программного обеспечения;18.10.2019;777 595 000 руб.+15%;2025;https://www.rusprofile.ru/
7460042450;"ООО ""Мечел-Инфотех""";454047, Челябинская область, город Челябинск, Павелецкая 2-я ул, д. 14, офис 2.10;Разработка компьютерного программного обеспечения;05.06.2018;688 106 000 руб.-5%;2025;https://www.rusprofile.ru/
6662090423;"АО ""Восточный Ветер""";620039, Свердловская область, г Екатеринбург, ул Лукиных, стр. 20а;Разработка компьютерного программного обеспечения;15.07.1997;684 464 000 руб.+56%;2025;https://www.rusprofile.ru/
6685168740;"ООО ""СКБ-Онлайн""";620026, Свердловская область, город Екатеринбург, ул. Куйбышева, стр. 58, ком. 226;Деятельность консультативная и работы в области компьютерных технологий;08.11.2019;682 562 000 руб.+25%;2025;https://www.rusprofile.ru/
6670385082;"ООО ""Миралоджик СМ""";620075, Свердловская область, город Екатеринбург, ул. Бажова, д. 79, помещ. 316;Деятельность по созданию и использованию баз данных и информационных ресурсов;05.09.2012;666 378 000 руб.+12%;2025;https://www.rusprofile.ru/
6678070207;"ООО ""Ренью""";620027, Свердловская область, город Екатеринбург, Мельковская ул., д. 9, пом/ком 2а/84;Разработка компьютерного программного обеспечения;31.03.2016;655 824 000 руб.+7%;2025;https://www.rusprofile.ru/
6623140744;"ООО ""Тирус - ИТ""";624760, Свердловская область, Верхнесалдинский р-н, г Верхняя Салда, Парковая ул, д. 12, кабинет 7;Разработка компьютерного программного обеспечения;07.06.2022;652 663 000 руб.+1%;2025;https://www.rusprofile.ru/
6685124446;"ООО ""СКБ Лаб""";620026, Свердловская область, город Екатеринбург, ул. Куйбышева, стр. 58, офис 321;Разработка компьютерного программного обеспечения;22.12.2016;611 637 000 руб.+2%;2025;https://www.rusprofile.ru/
7203552828;"ООО ""Ютэйр-Ит""";625025, Тюменская область, г Тюмень, Интернациональная ул, д. 181, офис 319;Разработка компьютерного программного обеспечения;14.03.2023;608 241 000 руб.+74%;2025;https://www.rusprofile.ru/
6670208848;"ООО  ""Айдеко""";620066, Свердловская область, г Екатеринбург, ул Кулибина, стр. 2, офис 500;Разработка компьютерного программного обеспечения;04.04.2008;607 838 000 руб.+39%;2025;https://www.rusprofile.ru/
6671428349;"ООО ""Адванта Консалтинг""";620014, Свердловская область, город Екатеринбург, ул. Шейнкмана, стр 10, офис 17;Разработка компьютерного программного обеспечения;07.08.2013;562 251 000 руб.+71%;2025;https://www.rusprofile.ru/
6671111140;"АО ""Наумен""";620131, Свердловская область, г Екатеринбург, ул Татищева, стр. 49а, офис 515;Разработка компьютерного программного обеспечения;13.11.2001;560 421 000 руб.+23%;2025;https://www.rusprofile.ru/
7451188220;"ООО ""1С-Рарус Челябинск""";454091, Челябинская область, город Челябинск, ул Труда, д. 91, офис 403;Разработка компьютерного программного обеспечения;16.10.2002;527 728 000 руб.+37%;2025;https://www.rusprofile.ru/
7203405541;"ООО ""Е-Софт""";625033, Тюменская область, г Тюмень, Суходольская ул, д. 16, помещ. 1;Разработка компьютерного программного обеспечения;16.12.2016;502 825 000 руб.+2%;2025;https://www.rusprofile.ru/
6671211579;"ООО ""Экософт Групп""";620014, Свердловская область, г Екатеринбург, ул Добролюбова, стр. 16, офис 402;Разработка компьютерного программного обеспечения;12.04.2022;492 350 000 руб.+47%;2025;https://www.rusprofile.ru/
7204059654;"АО ""ТРИЦ""";625000, Тюменская область, город Тюмень, Первомайская ул., д.40;Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность;25.09.2003;470 971 000 руб.+12%;2025;https://www.rusprofile.ru/
8602268401;"ООО ""Главэнергогрупп""";628403, Ханты-Мансийский - Югра автономный округ, г Сургут, ул 30 Лет Победы, зд. 21, этаж 5;Деятельность консультативная и работы в области компьютерных технологий;23.05.2016;462 719 000 руб.+51%;2025;https://www.rusprofile.ru/
6671449451;"ООО ""Сибирско-Уральская Медиакомпания""";620000, Свердловская область, город Екатеринбург, ул Карла Либкнехта, стр. 5, помещение 317;Деятельность информационных агентств;11.04.2014;444 999 000 руб.+30%;2025;https://www.rusprofile.ru/
7202010406;"ООО ""Ингеосервис""";625019, Тюменская область, город Тюмень, ул. Республики, д. 211;Разработка компьютерного программного обеспечения;07.09.1992;436 389 000 руб.+2%;2025;https://www.rusprofile.ru/
7203286037;"ООО ""Айти-Сервис""";625032, Тюменская область, город Тюмень, ул. Панфиловцев, д.86;Разработка компьютерного программного обеспечения;05.12.2012;424 880 000 руб.+37%;2025;https://www.rusprofile.ru/
6671252840;"ООО ""РМК Диджитал""";620000, Свердловская область, г Екатеринбург, ул Горького, стр. 57, офис 13.18;Деятельность консультативная и работы в области компьютерных технологий;16.12.2022;401 457 000 руб.+52%;2025;https://www.rusprofile.ru/
7448159903;"ООО ""Стендап Инновации""";454091, Челябинская область, г Челябинск, ул Цвиллинга, д. 16, офис 1;Разработка компьютерного программного обеспечения;17.06.2013;365 382 000 руб.-8%;2025;https://www.rusprofile.ru/
6679095116;"ООО ""Смарт ИТ""";620100, Свердловская область, г Екатеринбург, Сибирский тракт, стр. 12/3, офис 104;Разработка компьютерного программного обеспечения;29.06.2016;325 702 000 руб.+27%;2025;https://www.rusprofile.ru/
6672315669;"ООО ""Промит""";620014, Свердловская область, г Екатеринбург, Московская ул, стр. 16, офис 402;Разработка компьютерного программного обеспечения;01.06.2010;320 861 000 руб.+45%;2025;https://www.rusprofile.ru/
7448085232;"ООО ""Интерсвязь-Центр""";454138, Челябинская область, город Челябинск, ул Куйбышева, д. 29, офис 2;Деятельность по оказанию консультационных и информационных услуг;11.01.2007;308 781 000 руб.+38%;2025;https://www.rusprofile.ru/
7444027511;"ООО ""Парадокс""";455008, Челябинская область, г Магнитогорск, ул Жукова, д. 15, помещ. 2;Деятельность по созданию и использованию баз данных и информационных ресурсов;07.09.1999;305 041 000 руб.+63%;2025;https://www.rusprofile.ru/
6670195243;"ООО ""Таргем Геймз""";620014, Свердловская область, г Екатеринбург, ул Сакко И Ванцетти, стр. 102, офис 211;Разработка компьютерного программного обеспечения;21.12.2007;291 477 000 руб.-22%;2025;https://www.rusprofile.ru/
2632068663;"АО ""Монитор Электрик""";357506, Ставропольский край, город Пятигорск, Подстанционная ул, д. 28;Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги;28.03.2003;1 792 796 000 руб.-17%;2025;https://www.rusprofile.ru/
2634806725;"ООО ""Стилсофт""";355012, Ставропольский край, город Ставрополь, ул Маяковского, д. 15, помещ. 111;Разработка компьютерного программного обеспечения;28.08.2012;939 956 000 руб.+251%;2025;https://www.rusprofile.ru/
2635245712;"ООО ""Автотрекер""";355044, Ставропольский край, город Ставрополь, ул Бруснева, д. 4/3, офис 402;Разработка компьютерного программного обеспечения;22.06.2020;356 031 000 руб.+22%;2025;https://www.rusprofile.ru/
2635827816;"ООО ""Масспроект""";355011, Ставропольский край, г Ставрополь, ул 45 Параллель, д. 6;Разработка компьютерного программного обеспечения;03.03.2014;280 066 000 руб.+64%;2025;https://www.rusprofile.ru/
2634110871;"ООО ""Энергомера Софт""";355008, Ставропольский край, г Ставрополь, Апанасенковская ул, д. 4, офис 196;Разработка компьютерного программного обеспечения;10.10.2022;223 404 000 руб.+37%;2025;https://www.rusprofile.ru/
2635245455;"ООО ""Ультраденьги""";355021, Ставропольский край, город Ставрополь, ул Пирогова, д. 53;Деятельность информационных служб прочая, не включенная в другие группировки;21.05.2020;;2025;https://www.rusprofile.ru/
1631050005;"ООО ""Процессинговый Центр""";423457, Республика Татарстан, Альметьевский район, город Альметьевск, ул Мира, д. 6;Деятельность консультативная и работы в области компьютерных технологий;14.03.2002;48 533 164 000 руб.+33%;2025;https://www.rusprofile.ru/
1615014289;"ООО ""ИТ Икс 5 Технологии""";420500, Республика Татарстан, Верхнеуслонский район, город Иннополис, Университетская ул., д. 7, офис 403;Разработка компьютерного программного обеспечения;12.12.2018;30 549 570 000 руб.+31%;2025;https://www.rusprofile.ru/
5260146265;"ООО ""Цитадель""";603093, Нижегородская область, город Нижний Новгород, ул. Родионова, д.192 к.1;Разработка компьютерного программного обеспечения;17.02.2005;23 692 616 000 руб.+20%;2025;https://www.rusprofile.ru/
5902879646;"ООО ""Иксолла""";614000, Пермский край, город Пермь, Комсомольский пр-кт, д. 1, подъезд 2, этаж/офис 6/3;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая;24.05.2011;13 221 748 000 руб.+12%;2025;https://www.rusprofile.ru/
1660002574;"АО НИЦ ""Инкомсистем""";420029, Республика Татарстан, город Казань, Пионерская ул., д.17;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая;25.04.1991;9 561 306 000 руб.+9%;2025;https://www.rusprofile.ru/
1659161523;"ООО ""К-Телематика""";420059, Республика Татарстан, город Казань, ул. Оренбургский тракт, д. 5в, офис 403;Разработка компьютерного программного обеспечения;26.08.2015;9 405 050 000 руб.+13%;2025;https://www.rusprofile.ru/
1655107067;"ООО НПП ""ГКС""";420111, Республика Татарстан, город Казань, ул. Тази Гиззата, д. 3;Деятельность по подготовке компьютерных систем к эксплуатации;31.03.2006;7 108 329 000 руб.+53%;2025;https://www.rusprofile.ru/
0278005403;"АО ""Нефтеавтоматика""";450005, Республика Башкортостан, город Уфа, ул. 50-летия Октября, д.24;Деятельность консультативная и работы в области компьютерных технологий;21.06.1993;7 087 203 000 руб.;2025;https://www.rusprofile.ru/
1655251590;"АО ""Барс Груп""";420012, Республика Татарстан, город Казань, ул. Некрасова, д. 9, офис 11;Разработка компьютерного программного обеспечения;03.09.2012;5 393 408 000 руб.+9%;2025;https://www.rusprofile.ru/
7300037501;"АО ""Суточно""";432071, Ульяновская область, г Ульяновск, пер Мира 2-Й, д. 24, помещ. 36;Разработка компьютерного программного обеспечения;12.11.2024;5 369 593 000 руб.;2025;https://www.rusprofile.ru/
5835112634;"АО ""Трэи""";440028, Пензенская область, город Пенза, ул. Германа Титова, д. 1;Разработка компьютерного программного обеспечения;10.06.2015;3 551 495 000 руб.+96%;2025;https://www.rusprofile.ru/
1828016121;"ООО ""Этз ""Вектор""";427432, Удмуртская Республика, город Воткинск, ул. Победы, д.2е;Деятельность по подготовке компьютерных систем к эксплуатации;01.06.2007;3 549 359 000 руб.+51%;2025;https://www.rusprofile.ru/
5906159906;"ООО ""РТ МИС""";614107, Пермский край, город Пермь, Уральская ул., д. 76;Разработка компьютерного программного обеспечения;13.06.2019;3 312 840 000 руб.+3%;2025;https://www.rusprofile.ru/
1615012203;"ООО ""Айсиэл СТ""";422616, Республика Татарстан, Лаишевский район, село Усады, Дорожная ул, д. 42, корпус 2 офис 708;Разработка компьютерного программного обеспечения;21.08.2015;3 252 891 000 руб.+8%;2025;https://www.rusprofile.ru/
5261066968;"ООО ""Синтек""";603105, Нижегородская область, город Нижний Новгород, Ошарская ул., д.77а, п8;Разработка компьютерного программного обеспечения;04.03.2009;3 220 171 000 руб.+64%;2025;https://www.rusprofile.ru/
5259019343;"АО ""Р7""";603152, Нижегородская область, г Нижний Новгород, ул Ларина, д. 22д, ком. 26;Разработка компьютерного программного обеспечения;18.02.1998;3 200 250 000 руб.+13%;2025;https://www.rusprofile.ru/
5902191377;"ООО ""Парма - Телеком""";614015, Пермский край, город Пермь, Советская ул., д. 51а;Разработка компьютерного программного обеспечения;21.01.2003;2 940 810 000 руб.+33%;2025;https://www.rusprofile.ru/
1624016042;"ООО ""Айсиэл Софт""";422616, Республика Татарстан, Лаишевский район, село Усады, Дорожная ул, д. 42, корпус 1;Разработка компьютерного программного обеспечения;04.09.2017;2 852 632 000 руб.+80%;2025;https://www.rusprofile.ru/
5247051889;"ООО ""Омк-Ит""";607061, Нижегородская область, г Выкса, ул Братьев Баташевых, зд. 45, помещ. 111;Деятельность по созданию и использованию баз данных и информационных ресурсов;13.03.2013;2 744 822 000 руб.+43%;2025;https://www.rusprofile.ru/
1660146230;"ООО ""Джидиси Сервисез""";422616, Республика Татарстан, Лаишевский район, село Усады, Дорожная ул, д. 42, корпус 2 офис 835;Разработка компьютерного программного обеспечения;11.11.2010;2 633 481 000 руб.+15%;2025;https://www.rusprofile.ru/
1615012595;"ООО ""Татитнефть""";420500, Республика Татарстан, Верхнеуслонский район, город Иннополис, Университетская ул., д. 7, помещ. 56;Деятельность по созданию и использованию баз данных и информационных ресурсов;30.03.2016;2 552 599 000 руб.+40%;2025;https://www.rusprofile.ru/
6311151420;"ООО ""Нетлайн""";443099, Самарская область, город Самара, Чапаевская ул., д. 112-а, ком. 5,6,11-20,33,34;Разработка компьютерного программного обеспечения;15.04.2014;2 511 142 000 руб.-22%;2025;https://www.rusprofile.ru/
6315506610;"ООО НВФ ""СМС""";443035, Самарская область, город Самара, Минская ул., д. 25 секция 3;Разработка компьютерного программного обеспечения;16.01.2001;2 427 928 000 руб.+136%;2025;https://www.rusprofile.ru/
1215139170;"ООО ""Ричмедиа""";424000, Республика Марий Эл, город Йошкар-Ола, Вознесенская ул., д. 110, офис 302;Разработка компьютерного программного обеспечения;12.03.2009;2 304 274 000 руб.+3%;2025;https://www.rusprofile.ru/
0278085342;"ООО НПФ ""Экситон-Автоматика""";450037, Республика Башкортостан, город Уфа, Комсомольская ул., д. 98, офис 14, этаж 2;Разработка компьютерного программного обеспечения;22.04.2002;2 258 943 000 руб.+85%;2025;https://www.rusprofile.ru/
1835056809;"ООО ""Директум""";426011, Удмуртская Республика, город Ижевск, Северный пер., д.61;Разработка компьютерного программного обеспечения;15.08.2003;2 202 537 000 руб.+42%;2025;https://www.rusprofile.ru/
2128050753;"ООО ""КС""";"428000, Чувашская Республика, город Чебоксары, пр-кт Максима Горького, д. 18 ""б"", помещ. 8";Разработка компьютерного программного обеспечения;09.10.2003;2 183 807 000 руб.-6%;2025;https://www.rusprofile.ru/
6312102369;"ООО ""НПП Куйбышевтелеком - Метрология""";446394, Самарская область, Красноярский р-н, пгт Волжский, Пионерская ул, зд. 5, этаж 2 помещ. 8;Разработка компьютерного программного обеспечения;10.11.2010;2 014 663 000 руб.+4%;2025;https://www.rusprofile.ru/
7703807270;"ООО ""Новые Облачные Технологии""";420500, Республика Татарстан, Верхнеуслонский район, город Иннополис, Университетская ул., д. 7, офис 302;Разработка компьютерного программного обеспечения;07.03.2014;2 010 314 000 руб.+7%;2025;https://www.rusprofile.ru/
5260292724;"АО ""МЭК ""Энергоэффективные Технологии""";603000, Нижегородская область, г Нижний Новгород, ул Пискунова, д. 29, помещ. п34;Деятельность консультативная и работы в области компьютерных технологий;27.12.2010;1 917 578 000 руб.+6%;2025;https://www.rusprofile.ru/
0278101474;"ООО ""НПП ""Авиатрон""";450071, Республика Башкортостан, г Уфа, ул 50 Лет Ссср, д. 42/3;Разработка компьютерного программного обеспечения;05.05.2004;1 763 257 000 руб.+28%;2025;https://www.rusprofile.ru/
0278095326;"АО ""Сибком""";450075, Республика Башкортостан, г Уфа, ул Рихарда Зорге, д. 78, помещ. 1;Разработка компьютерного программного обеспечения;07.08.2003;1 716 891 000 руб.+2%;2025;https://www.rusprofile.ru/
5260443081;"ООО ""Гарда Технологии""";603093, Нижегородская область, город Нижний Новгород, ул. Родионова, д. 192 к. 1, помещ. 153 офис 901;Разработка компьютерного программного обеспечения;25.05.2017;1 700 548 000 руб.+113%;2025;https://www.rusprofile.ru/
5904370646;"ООО ""ДФС""";614066, Пермский край, город Пермь, ш. Космонавтов, д. 111, корпус 10, офис 301;Разработка компьютерного программного обеспечения;08.02.2019;1 542 769 000 руб.+108%;2025;https://www.rusprofile.ru/
1326218195;"АО ""Эволента""";430005, Республика Мордовия, город Саранск, Пролетарская ул, д. 36, помещ. 1;Разработка компьютерного программного обеспечения;30.03.2011;1 512 418 000 руб.+276%;2025;https://www.rusprofile.ru/
7810945525;"ООО ""Таймвэб.Клауд""";420500, Республика Татарстан, Верхнеуслонский р-н, г Иннополис, Университетская ул, д. 7, офис 605;Разработка компьютерного программного обеспечения;25.04.2022;1 480 236 000 руб.+136%;2025;https://www.rusprofile.ru/
7327072430;"ООО ""Проф-Ит Эксперт""";432071, Ульяновская область, город Ульяновск, ул. Марата, д. 33, корпус 2, этаж 1-3;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая;13.05.2014;1 445 944 000 руб.+48%;2025;https://www.rusprofile.ru/
6316134393;"ООО ""Хоулмонт""";443090, Самарская область, город Самара, ул. Гастелло, д. 43а, помещ. н15;Разработка компьютерного программного обеспечения;21.07.2008;1 443 091 000 руб.+63%;2025;https://www.rusprofile.ru/
9705158473;"ООО ""Русагро Тех""";412421, Саратовская область, Аткарский р-н, г Аткарск, ул Гоголя, д. 17, этаж 2 каб.3;Разработка компьютерного программного обеспечения;06.08.2021;1 433 647 000 руб.+8%;2025;https://www.rusprofile.ru/
1660202333;"ООО ""АК Барс Цифровые Технологии""";420500, Республика Татарстан, Верхнеуслонский р-н, г Иннополис, Центральная ул, зд. 300, помещ. 1001;Разработка компьютерного программного обеспечения;21.05.2014;1 390 445 000 руб.-15%;2025;https://www.rusprofile.ru/
1623014540;"ООО ""АБ Софт""";422110, Республика Татарстан, Кукморский район, город Кукмор, ул. Ленина, д. 24 к. 2, помещ. 43;Разработка компьютерного программного обеспечения;28.02.2019;1 382 772 000 руб.+13%;2025;https://www.rusprofile.ru/
1650081440;"ООО НПП ""Петролайн-а""";420087, Республика Татарстан, г Казань, ул Карбышева, д. 2, помещ. 1002;Деятельность по созданию и использованию баз данных и информационных ресурсов;30.01.2001;1 371 930 000 руб.-8%;2025;https://www.rusprofile.ru/
7325164903;"ООО ""Рэд Лаб""";432017, Ульяновская область, город Ульяновск, ул. Карла Либкнехта, д. 24/5а стр. 1, офис 44;Разработка компьютерного программного обеспечения;20.03.2019;1 364 516 000 руб.+110%;2025;https://www.rusprofile.ru/
1660014361;"АО ""Айсиэл-Кпо ВС""";420029, Республика Татарстан, город Казань, ул. Сибирский тракт, д.34;Разработка компьютерного программного обеспечения;11.11.1992;1 297 925 000 руб.-5%;2025;https://www.rusprofile.ru/
1655152750;"ООО""Татаисэнерго""";420107, Республика Татарстан, город Казань, ул. Марселя Салимжанова, д. 1;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая;20.02.2008;1 263 170 000 руб.+48%;2025;https://www.rusprofile.ru/
5903125017;"ООО ""Кама Технологии""";614068, Пермский край, г Пермь, ул Ленина, д. 77а, этаж 1 ком. 101;Разработка компьютерного программного обеспечения;17.05.2016;1 262 232 000 руб.-13%;2025;https://www.rusprofile.ru/
7723822870;"ООО ""Интернет Технологии""";410012, Саратовская область, город Саратов, Московская ул., д.66;Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность;15.12.2011;1 255 270 000 руб.+4%;2025;https://www.rusprofile.ru/
5260307811;"ООО ""СТМ""";603093, Нижегородская область, город Нижний Новгород, ул. Родионова, д. 23а, офис 313;Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги;22.07.2011;1 243 918 000 руб.+18%;2025;https://www.rusprofile.ru/
5906855741;"ООО ""Гриндата""";614002, Пермский край, г Пермь, ул Белинского, д. 31, офис 11;Разработка компьютерного программного обеспечения;08.08.2014;1 236 853 000 руб.+9%;2025;https://www.rusprofile.ru/
1660093042;"ООО ""НПО ВС""";420088, Республика Татарстан, город Казань, ул. Журналистов, д.30, 2;Разработка компьютерного программного обеспечения;28.08.2006;1 224 887 000 руб.-2%;2025;https://www.rusprofile.ru/
